Transaction_ID,Date,Region,Category,Product,Units_Sold,Unit_Price_NGN,Total_Revenue_NGN
PM-109099,2025-01-16,South West,Snacks,Chin-Chin Delight,47,1569.02,73743.94
PM-115643,2025-01-16,North Central,Beverages,Peak-Level Milk,27,5781.33,156095.91
PM-104986,2025-01-16,South West,Snacks,Chin-Chin Delight,12,2256.86,27082.32
PM-110115,2025-01-16,North West,Personal Care,Olu Herb Shampoo,1,6665.72,6665.72
PM-109572,2025-01-16,South South,Beverages,Zobo Max 50cl,15,12050.48,180757.2
PM-112128,2025-01-16,South West,Beverages,Peak-Level Milk,42,5875.43,246768.06
PM-108570,2025-01-16,North East,Personal Care,Olu Herb Shampoo,25,7580.63,189515.75
PM-120866,2025-01-17,North Central,Snacks,Crunchy Plantain Chips,31,552.24,17119.44
PM-107458,2025-01-17,South South,Beverages,Zobo Max 50cl,38,5490.39,208634.82
PM-114013,2025-01-17,South West,Personal Care,FreshMint Paste,46,3225.47,148371.62
PM-105849,2025-01-17,South West,Beverages,Peak-Level Milk,33,5727.61,189011.13
PM-116719,2025-01-17,South East,Snacks,Chin-Chin Delight,3,1742.83,5228.49
PM-105373,2025-01-17,South West,Snacks,Crunchy Plantain Chips,37,1370.87,50722.19
PM-101447,2025-01-17,South South,Beverages,Zobo Max 50cl,14,14121.01,197694.14
PM-128557,2025-01-17,South West,Grains & Cereals,Pride Semo,9,11270.37,101433.33
PM-117530,2025-01-17,North Central,Beverages,Peak-Level Milk,6,14821.87,88931.22
PM-100775,2025-01-17,South East,Snacks,Chin-Chin Delight,12,2034.28,24411.36
PM-101255,2025-01-17,South East,Personal Care,Olu Herb Shampoo,40,4718.46,188738.4
PM-122761,2025-01-17,South West,Beverages,Naija Cocoa Mix,31,14985.96,464564.76
PM-111326,2025-01-17,North West,Personal Care,Olu Herb Shampoo,3,1282.18,3846.54
PM-115264,2025-01-17,South South,Snacks,Chin-Chin Delight,19,2019.14,38363.66
PM-111514,2025-01-17,South South,Beverages,Naija Cocoa Mix,12,14028.33,168339.96
PM-100022,2025-01-17,South East,Personal Care,FreshMint Paste,47,3221.73,151421.31
PM-124730,2025-01-17,South South,Grains & Cereals,Easy-Cook Beans,7,4966.55,34765.85
PM-126276,2025-01-17,North West,Personal Care,FreshMint Paste,19,2344.51,44545.69
PM-112845,2025-01-17,North West,Home Care,Germ-Kill Liquid,42,5555.06,233312.52
PM-128575,2025-01-17,South West,Grains & Cereals,Pride Semo,14,2783.24,38965.36
PM-102715,2025-01-18,North West,Snacks,Crunchy Plantain Chips,13,448.32,5828.16
PM-111501,2025-01-18,South South,Snacks,Crunchy Plantain Chips,40,1271.07,50842.8
PM-106714,2025-01-18,South West,Beverages,Naija Cocoa Mix,28,4435.31,124188.68
PM-129938,2025-01-18,North Central,Grains & Cereals,Golden Harvest Rice,37,6101.2,225744.4
PM-100130,2025-01-18,North Central,Grains & Cereals,Golden Harvest Rice,15,5427.43,81411.45
PM-124009,2025-01-18,South West,Personal Care,Shea Glow Soap,31,7328.84,227194.04
PM-110700,2025-01-18,South South,Grains & Cereals,Pride Semo,2,5919.18,11838.36
PM-128053,2025-01-18,North Central,Home Care,Germ-Kill Liquid,40,3578.43,143137.2
PM-107823,2025-01-18,South South,Snacks,Kuli-Kuli Bites,4,2216.61,8866.44
PM-116574,2025-01-18,North Central,Personal Care,Shea Glow Soap,10,1241.39,12413.9
PM-128409,2025-01-18,South East,Grains & Cereals,Golden Harvest Rice,46,11529.31,530348.26
PM-118809,2025-01-18,North West,Beverages,Naija Cocoa Mix,7,14781.34,103469.38
PM-129770,2025-01-18,South South,Beverages,Peak-Level Milk,30,7777.02,233310.6
PM-123973,2025-01-18,North Central,Home Care,Bright-White Detergent,13,4801.9,62424.7
PM-121005,2025-01-18,South West,Snacks,Kuli-Kuli Bites,14,2122.96,29721.44
PM-107427,2025-01-18,South East,Personal Care,Olu Herb Shampoo,8,2773.61,22188.88
PM-101953,2025-01-18,North Central,Snacks,Kuli-Kuli Bites,16,2154.37,34469.92
PM-120058,2025-01-18,South West,Grains & Cereals,Pride Semo,25,8922.02,223050.5
PM-127045,2025-01-18,South East,Home Care,Sparkle Dish Wash,32,2537.18,81189.76
PM-111122,2025-01-18,North West,Home Care,Germ-Kill Liquid,36,8950.37,322213.32
PM-123194,2025-01-18,South West,Home Care,Sparkle Dish Wash,11,7047.82,77526.02
PM-123994,2025-01-18,South West,Home Care,Sparkle Dish Wash,10,2156.28,21562.8
PM-125228,2025-01-18,South South,Snacks,Kuli-Kuli Bites,31,1535.36,47596.16
PM-104391,2025-01-18,South East,Grains & Cereals,Pride Semo,37,10580.95,391495.15
PM-111626,2025-01-19,North East,Home Care,Germ-Kill Liquid,49,7583.1,371571.9
PM-100251,2025-01-19,North Central,Personal Care,FreshMint Paste,39,3694.93,144102.27
PM-125533,2025-01-19,South South,Personal Care,Olu Herb Shampoo,46,1203.13,55343.98
PM-123945,2025-01-19,South East,Snacks,Kuli-Kuli Bites,10,2097.12,20971.2
PM-121640,2025-01-19,South East,Snacks,Crunchy Plantain Chips,10,327.58,3275.8
PM-123878,2025-01-19,South South,Personal Care,FreshMint Paste,2,4844.06,9688.12
PM-119716,2025-01-19,South East,Snacks,Chin-Chin Delight,40,271.17,10846.8
PM-100751,2025-01-19,North Central,Home Care,Sparkle Dish Wash,8,6182.69,49461.52
PM-118214,2025-01-19,South West,Beverages,Zobo Max 50cl,25,6037.0,150925.0
PM-106515,2025-01-19,South East,Snacks,Kuli-Kuli Bites,41,1794.35,73568.35
PM-105203,2025-01-19,North Central,Grains & Cereals,Golden Harvest Rice,20,4032.73,80654.6
PM-116585,2025-01-19,South West,Snacks,Kuli-Kuli Bites,32,721.1,23075.2
PM-115828,2025-01-19,South South,Beverages,Peak-Level Milk,13,12572.47,163442.11
PM-129294,2025-01-19,South West,Personal Care,FreshMint Paste,31,6732.58,208709.98
PM-127626,2025-01-19,North Central,Personal Care,FreshMint Paste,42,2154.36,90483.12
PM-101566,2025-01-19,South West,Personal Care,Olu Herb Shampoo,2,4993.93,9987.86
PM-116741,2025-01-19,North West,Personal Care,Olu Herb Shampoo,24,6830.65,163935.6
PM-122231,2025-01-19,South South,Snacks,Kuli-Kuli Bites,42,2059.9,86515.8
PM-122223,2025-01-19,North West,Snacks,Chin-Chin Delight,13,2176.4,28293.2
PM-129689,2025-01-19,South West,Grains & Cereals,Golden Harvest Rice,8,7004.06,56032.48
PM-113242,2025-01-20,North East,Personal Care,FreshMint Paste,10,3568.99,35689.9
PM-129177,2025-01-20,South East,Home Care,Bright-White Detergent,13,6881.31,89457.03
PM-120544,2025-01-20,South West,Home Care,Sparkle Dish Wash,46,6513.22,299608.12
PM-103414,2025-01-20,South East,Snacks,Chin-Chin Delight,22,2183.5,48037.0
PM-107794,2025-01-20,North West,Personal Care,Olu Herb Shampoo,13,1058.24,13757.12
PM-124931,2025-01-20,North West,Home Care,Bright-White Detergent,3,8568.8,25706.4
PM-105666,2025-01-20,South South,Grains & Cereals,Easy-Cook Beans,44,7382.93,324848.92
PM-129066,2025-01-20,South South,Home Care,Sparkle Dish Wash,2,9753.2,19506.4
PM-100499,2025-01-20,North West,Snacks,Chin-Chin Delight,43,264.39,11368.77
PM-111982,2025-01-20,South West,Beverages,Naija Cocoa Mix,7,10662.08,74634.56
PM-112574,2025-01-20,North West,Beverages,Peak-Level Milk,37,5863.78,216959.86
PM-114912,2025-01-20,North West,Snacks,Kuli-Kuli Bites,27,2215.07,59806.89
PM-109711,2025-01-20,North East,Snacks,Chin-Chin Delight,40,2101.07,84042.8
PM-125311,2025-01-20,North Central,Snacks,Kuli-Kuli Bites,19,2247.77,42707.63
PM-119057,2025-01-20,South West,Snacks,Kuli-Kuli Bites,27,1206.24,32568.48
PM-103876,2025-01-20,North Central,Snacks,Kuli-Kuli Bites,47,1956.74,91966.78
PM-101802,2025-01-20,North West,Beverages,Zobo Max 50cl,32,2239.41,71661.12
PM-121887,2025-01-20,North Central,Snacks,Kuli-Kuli Bites,35,1985.56,69494.6
PM-124389,2025-01-20,North Central,Beverages,Naija Cocoa Mix,41,4799.45,196777.45
PM-104534,2025-01-20,South South,Grains & Cereals,Golden Harvest Rice,7,3705.0,25935.0
PM-101154,2025-01-20,South West,Grains & Cereals,Easy-Cook Beans,20,10208.88,204177.6
PM-100586,2025-01-21,North Central,Snacks,Crunchy Plantain Chips,14,1864.63,26104.82
PM-104951,2025-01-21,South South,Home Care,Bright-White Detergent,34,1914.78,65102.52
PM-114635,2025-01-21,South West,Personal Care,FreshMint Paste,41,5407.12,221691.92
PM-127059,2025-01-21,South West,Grains & Cereals,Easy-Cook Beans,28,2684.5,75166.0
PM-112897,2025-01-21,South East,Beverages,Peak-Level Milk,23,6219.04,143037.92
PM-124919,2025-01-21,North West,Personal Care,Shea Glow Soap,21,1497.88,31455.48
PM-118987,2025-01-21,South West,Home Care,Bright-White Detergent,17,3880.2,65963.4
PM-116026,2025-01-21,South South,Beverages,Peak-Level Milk,33,9535.33,314665.89
PM-111256,2025-01-21,South East,Personal Care,FreshMint Paste,12,3100.17,37202.04
PM-129191,2025-01-21,South West,Snacks,Chin-Chin Delight,12,419.87,5038.44
PM-128479,2025-01-21,South West,Home Care,Bright-White Detergent,28,2994.37,83842.36
PM-107568,2025-01-21,North Central,Snacks,Chin-Chin Delight,19,1131.46,21497.74
PM-116081,2025-01-21,South East,Beverages,Naija Cocoa Mix,22,12944.96,284789.12
PM-129087,2025-01-21,South South,Beverages,Peak-Level Milk,10,7548.28,75482.8
PM-101614,2025-01-21,South West,Home Care,Bright-White Detergent,42,4059.67,170506.14
PM-118817,2025-01-21,South South,Snacks,Crunchy Plantain Chips,16,545.45,8727.2
PM-116429,2025-01-21,South West,Beverages,Peak-Level Milk,31,10890.8,337614.8
PM-107408,2025-01-21,South East,Snacks,Crunchy Plantain Chips,18,2333.51,42003.18
PM-125004,2025-01-21,North West,Home Care,Bright-White Detergent,19,3852.32,73194.08
PM-105955,2025-01-21,North Central,Home Care,Bright-White Detergent,4,6056.32,24225.28
PM-117080,2025-01-21,South South,Home Care,Sparkle Dish Wash,36,4959.56,178544.16
PM-104464,2025-01-21,South South,Home Care,Sparkle Dish Wash,36,4074.0,146664.0
PM-100181,2025-01-21,South West,Personal Care,Shea Glow Soap,47,7986.58,375369.26
PM-105487,2025-01-22,South South,Home Care,Bright-White Detergent,18,4978.65,89615.7
PM-113913,2025-01-22,North Central,Personal Care,Olu Herb Shampoo,2,3040.96,6081.92
PM-128092,2025-01-22,North Central,Snacks,Kuli-Kuli Bites,23,1801.07,41424.61
PM-129162,2025-01-22,North East,Beverages,Zobo Max 50cl,38,10255.64,389714.32
PM-122008,2025-01-22,South West,Home Care,Germ-Kill Liquid,37,7563.32,279842.84
PM-129552,2025-01-22,North Central,Beverages,Peak-Level Milk,24,2950.86,70820.64
PM-102712,2025-01-22,South West,Personal Care,FreshMint Paste,22,1526.68,33586.96
PM-115518,2025-01-22,North East,Beverages,Naija Cocoa Mix,5,3889.36,19446.8
PM-108105,2025-01-22,North West,Personal Care,FreshMint Paste,2,6533.19,13066.38
PM-129467,2025-01-22,South West,Personal Care,Olu Herb Shampoo,25,4973.05,124326.25
PM-109683,2025-01-22,North West,Grains & Cereals,Golden Harvest Rice,28,4435.68,124199.04
PM-101296,2025-01-22,South South,Home Care,Sparkle Dish Wash,4,2281.03,9124.12
PM-103450,2025-01-22,South West,Snacks,Crunchy Plantain Chips,1,1191.0,1191.0
PM-103430,2025-01-22,North Central,Grains & Cereals,Golden Harvest Rice,40,6110.01,244400.4
PM-125337,2025-01-22,South West,Snacks,Kuli-Kuli Bites,35,1405.11,49178.85
PM-106960,2025-01-22,South West,Snacks,Chin-Chin Delight,15,1559.93,23398.95
PM-107303,2025-01-22,South East,Home Care,Sparkle Dish Wash,15,9871.32,148069.8
PM-111870,2025-01-22,North Central,Personal Care,FreshMint Paste,23,6951.3,159879.9
PM-112612,2025-01-22,South West,Grains & Cereals,Golden Harvest Rice,32,9378.68,300117.76
PM-117716,2025-01-22,South West,Personal Care,FreshMint Paste,46,6773.05,311560.3
PM-124725,2025-01-22,South East,Home Care,Bright-White Detergent,39,6281.34,244972.26
PM-117532,2025-01-23,South West,Beverages,Zobo Max 50cl,28,1536.95,43034.6
PM-103370,2025-01-23,South West,Grains & Cereals,Easy-Cook Beans,30,10664.85,319945.5
PM-127223,2025-01-23,South West,Snacks,Crunchy Plantain Chips,23,1284.41,29541.43
PM-112058,2025-01-23,South West,Beverages,Zobo Max 50cl,18,3579.69,64434.42
PM-100530,2025-01-23,South South,Snacks,Kuli-Kuli Bites,38,237.84,9037.92
PM-104523,2025-01-23,South East,Personal Care,FreshMint Paste,18,4896.4,88135.2
PM-127388,2025-01-23,South South,Home Care,Bright-White Detergent,47,4380.1,205864.7
PM-114616,2025-01-23,South East,Home Care,Bright-White Detergent,46,1794.99,82569.54
PM-103298,2025-01-23,South West,Personal Care,Olu Herb Shampoo,42,4518.26,189766.92
PM-115605,2025-01-23,South West,Personal Care,FreshMint Paste,6,4751.0,28506.0
PM-127903,2025-01-23,South South,Personal Care,Olu Herb Shampoo,33,6601.13,217837.29
PM-128945,2025-01-23,South West,Grains & Cereals,Easy-Cook Beans,22,6078.08,133717.76
PM-127756,2025-01-23,North Central,Personal Care,Shea Glow Soap,35,4866.1,170313.5
PM-125480,2025-01-23,North East,Grains & Cereals,Golden Harvest Rice,48,9910.11,475685.28
PM-115327,2025-01-23,North Central,Grains & Cereals,Golden Harvest Rice,33,9083.71,299762.43
PM-104818,2025-01-23,South South,Beverages,Naija Cocoa Mix,12,3445.02,41340.24
PM-122390,2025-01-23,South East,Snacks,Kuli-Kuli Bites,40,325.45,13018.0
PM-114245,2025-01-23,South West,Snacks,Chin-Chin Delight,42,1044.63,43874.46
PM-107369,2025-01-23,North West,Personal Care,Olu Herb Shampoo,33,1240.6,40939.8
PM-113603,2025-01-23,North Central,Snacks,Crunchy Plantain Chips,42,993.23,41715.66
PM-117007,2025-01-23,South West,Snacks,Chin-Chin Delight,6,400.63,2403.78
PM-126812,2025-01-23,North West,Snacks,Chin-Chin Delight,44,1678.02,73832.88
PM-112792,2025-01-23,North Central,Snacks,Chin-Chin Delight,28,962.58,26952.24
PM-111200,2025-01-23,South South,Grains & Cereals,Pride Semo,15,9067.56,136013.4
PM-108427,2025-01-23,North Central,Grains & Cereals,Easy-Cook Beans,49,6760.52,331265.48
PM-116636,2025-01-23,North East,Beverages,Naija Cocoa Mix,8,3421.52,27372.16
PM-110721,2025-01-23,North East,Personal Care,FreshMint Paste,11,1239.23,13631.53
PM-106827,2025-01-23,North Central,Grains & Cereals,Easy-Cook Beans,22,9953.23,218971.06
PM-106210,2025-01-23,North East,Grains & Cereals,Pride Semo,46,6126.3,281809.8
PM-113148,2025-01-23,South East,Grains & Cereals,Pride Semo,13,2170.19,28212.47
PM-100428,2025-01-23,North West,Beverages,Zobo Max 50cl,42,11390.41,478397.22
PM-119978,2025-01-23,South West,Personal Care,FreshMint Paste,31,7591.91,235349.21
PM-100916,2025-01-24,North Central,Personal Care,FreshMint Paste,15,1507.45,22611.75
PM-116703,2025-01-24,North West,Beverages,Naija Cocoa Mix,22,14521.18,319465.96
PM-112410,2025-01-24,South South,Snacks,Kuli-Kuli Bites,24,201.65,4839.6
PM-117755,2025-01-24,North West,Personal Care,Olu Herb Shampoo,49,7702.24,377409.76
PM-128737,2025-01-24,North West,Home Care,Sparkle Dish Wash,8,3806.28,30450.24
PM-111920,2025-01-24,North Central,Snacks,Crunchy Plantain Chips,42,633.5,26607.0
PM-122377,2025-01-24,South West,Personal Care,Shea Glow Soap,12,1155.94,13871.28
PM-116378,2025-01-24,South South,Snacks,Chin-Chin Delight,27,1072.34,28953.18
PM-110763,2025-01-24,South West,Grains & Cereals,Golden Harvest Rice,7,8330.71,58314.97
PM-127306,2025-01-24,North East,Grains & Cereals,Pride Semo,28,3208.72,89844.16
PM-112036,2025-01-24,North Central,Home Care,Bright-White Detergent,19,7302.63,138749.97
PM-101579,2025-01-24,South West,Home Care,Germ-Kill Liquid,36,2618.78,94276.08
PM-101605,2025-01-24,North Central,Snacks,Kuli-Kuli Bites,15,1240.28,18604.2
PM-118277,2025-01-24,North Central,Home Care,Bright-White Detergent,22,6226.17,136975.74
PM-114619,2025-01-24,South West,Beverages,Naija Cocoa Mix,12,13070.73,156848.76
PM-109947,2025-01-24,South South,Home Care,Sparkle Dish Wash,10,9719.31,97193.1
PM-115883,2025-01-24,South West,Snacks,Crunchy Plantain Chips,13,2366.91,30769.83
PM-114401,2025-01-24,North East,Grains & Cereals,Golden Harvest Rice,17,7593.91,129096.47
PM-122226,2025-01-24,South South,Grains & Cereals,Easy-Cook Beans,14,7953.04,111342.56
PM-106796,2025-01-24,North East,Beverages,Peak-Level Milk,26,4166.08,108318.08
PM-107036,2025-01-24,North Central,Home Care,Sparkle Dish Wash,4,5671.72,22686.88
PM-120589,2025-01-25,North West,Home Care,Bright-White Detergent,3,2383.21,7149.63
PM-109418,2025-01-25,North Central,Personal Care,Shea Glow Soap,16,2428.16,38850.56
PM-129304,2025-01-25,South West,Grains & Cereals,Pride Semo,38,2175.4,82665.2
PM-106114,2025-01-25,North West,Snacks,Kuli-Kuli Bites,9,309.93,2789.37
PM-123858,2025-01-25,North East,Home Care,Germ-Kill Liquid,43,2716.53,116810.79
PM-121543,2025-01-25,South South,Home Care,Sparkle Dish Wash,29,1986.01,57594.29
PM-118044,2025-01-25,South West,Snacks,Chin-Chin Delight,17,1461.51,24845.67
PM-120992,2025-01-25,South West,Snacks,Chin-Chin Delight,36,1146.56,41276.16
PM-126267,2025-01-25,South South,Personal Care,FreshMint Paste,29,3562.0,103298.0
PM-123902,2025-01-25,North Central,Snacks,Chin-Chin Delight,15,2411.59,36173.85
PM-112070,2025-01-25,South West,Grains & Cereals,Easy-Cook Beans,10,7943.69,79436.9
PM-112201,2025-01-25,South West,Grains & Cereals,Pride Semo,39,4077.76,159032.64
PM-127412,2025-01-25,South East,Beverages,Naija Cocoa Mix,44,1615.49,71081.56
PM-105043,2025-01-25,South West,Grains & Cereals,Easy-Cook Beans,35,9266.0,324310.0
PM-115577,2025-01-25,South East,Beverages,Peak-Level Milk,22,7461.59,164154.98
PM-113434,2025-01-25,South West,Beverages,Peak-Level Milk,38,2152.78,81805.64
PM-127173,2025-01-25,South East,Beverages,Peak-Level Milk,6,13435.95,80615.7
PM-123398,2025-01-25,South West,Home Care,Bright-White Detergent,49,6891.11,337664.39
PM-107604,2025-01-25,North West,Beverages,Zobo Max 50cl,2,12811.18,25622.36
PM-112060,2025-01-25,North Central,Grains & Cereals,Easy-Cook Beans,45,7730.78,347885.1
PM-105321,2025-01-25,North East,Personal Care,Olu Herb Shampoo,17,2719.96,46239.32
PM-123651,2025-01-25,North East,Snacks,Kuli-Kuli Bites,38,1472.12,55940.56
PM-128533,2025-01-25,South West,Beverages,Zobo Max 50cl,12,5190.99,62291.88
PM-103177,2025-01-25,South South,Personal Care,Shea Glow Soap,3,6085.78,18257.34
PM-105984,2025-01-25,North Central,Personal Care,FreshMint Paste,24,7960.19,191044.56
PM-121063,2025-01-26,South South,Snacks,Crunchy Plantain Chips,7,1497.68,10483.76
PM-114389,2025-01-26,South West,Snacks,Crunchy Plantain Chips,20,2290.75,45815.0
PM-107157,2025-01-26,South West,Snacks,Chin-Chin Delight,37,1080.13,39964.81
PM-109044,2025-01-26,South West,Snacks,Crunchy Plantain Chips,35,532.03,18621.05
PM-109373,2025-01-26,North Central,Grains & Cereals,Golden Harvest Rice,23,10398.64,239168.72
PM-110047,2025-01-26,North Central,Personal Care,Olu Herb Shampoo,22,2764.95,60828.9
PM-128364,2025-01-26,North Central,Grains & Cereals,Golden Harvest Rice,31,6295.01,195145.31
PM-118992,2025-01-26,South West,Grains & Cereals,Pride Semo,13,7287.71,94740.23
PM-120812,2025-01-26,South West,Home Care,Germ-Kill Liquid,28,2373.79,66466.12
PM-122764,2025-01-26,South West,Grains & Cereals,Golden Harvest Rice,36,9244.82,332813.52
PM-126362,2025-01-26,South West,Snacks,Kuli-Kuli Bites,21,1242.59,26094.39
PM-108009,2025-01-26,South West,Home Care,Sparkle Dish Wash,15,9976.03,149640.45
PM-113864,2025-01-26,South South,Beverages,Peak-Level Milk,15,12179.66,182694.9
PM-120777,2025-01-26,South East,Grains & Cereals,Easy-Cook Beans,15,2155.63,32334.45
PM-113194,2025-01-26,North Central,Beverages,Naija Cocoa Mix,21,7598.61,159570.81
PM-124038,2025-01-26,South West,Snacks,Chin-Chin Delight,8,218.79,1750.32
PM-124037,2025-01-26,North Central,Personal Care,Olu Herb Shampoo,18,4762.86,85731.48
PM-119283,2025-01-26,North West,Home Care,Germ-Kill Liquid,32,9084.01,290688.32
PM-105509,2025-01-26,South West,Personal Care,FreshMint Paste,32,5119.47,163823.04
PM-110727,2025-01-26,North West,Grains & Cereals,Golden Harvest Rice,10,2690.53,26905.3
PM-122462,2025-01-26,North Central,Snacks,Crunchy Plantain Chips,15,1462.79,21941.85
PM-128156,2025-01-26,North West,Personal Care,FreshMint Paste,18,3307.16,59528.88
PM-124801,2025-01-26,South West,Grains & Cereals,Easy-Cook Beans,9,6810.4,61293.6
PM-114654,2025-01-26,South West,Snacks,Kuli-Kuli Bites,11,2448.55,26934.05
PM-127038,2025-01-26,South West,Snacks,Crunchy Plantain Chips,38,1450.1,55103.8
PM-115142,2025-01-26,South West,Personal Care,Olu Herb Shampoo,36,3834.04,138025.44
PM-112622,2025-01-26,South East,Grains & Cereals,Golden Harvest Rice,21,10482.93,220141.53
PM-124281,2025-01-26,North East,Home Care,Germ-Kill Liquid,34,3840.26,130568.84
PM-103651,2025-01-26,South West,Grains & Cereals,Golden Harvest Rice,11,9487.38,104361.18
PM-110153,2025-01-26,South West,Grains & Cereals,Easy-Cook Beans,37,9281.99,343433.63
PM-126257,2025-01-26,South East,Personal Care,Shea Glow Soap,12,3543.53,42522.36
PM-102347,2025-01-26,North West,Snacks,Crunchy Plantain Chips,49,768.08,37635.92
PM-118961,2025-01-27,South South,Home Care,Sparkle Dish Wash,41,6390.06,261992.46
PM-104562,2025-01-27,South South,Personal Care,FreshMint Paste,35,5122.33,179281.55
PM-104244,2025-01-27,North West,Snacks,Chin-Chin Delight,1,2283.82,2283.82
PM-128172,2025-01-27,South West,Snacks,Chin-Chin Delight,34,1536.77,52250.18
PM-114977,2025-01-27,North West,Grains & Cereals,Pride Semo,22,8088.31,177942.82
PM-120028,2025-01-27,North East,Personal Care,FreshMint Paste,19,3109.48,59080.12
PM-124368,2025-01-27,North Central,Snacks,Chin-Chin Delight,34,1224.76,41641.84
PM-122262,2025-01-27,South South,Grains & Cereals,Pride Semo,47,9583.38,450418.86
PM-116529,2025-01-27,South South,Personal Care,Olu Herb Shampoo,33,7262.01,239646.33
PM-106324,2025-01-27,North West,Home Care,Bright-White Detergent,14,8261.84,115665.76
PM-115054,2025-01-27,North Central,Personal Care,FreshMint Paste,34,3548.25,120640.5
PM-104291,2025-01-27,North Central,Snacks,Chin-Chin Delight,6,1719.62,10317.72
PM-113602,2025-01-27,South West,Grains & Cereals,Easy-Cook Beans,35,4401.2,154042.0
PM-109558,2025-01-27,South West,Snacks,Crunchy Plantain Chips,45,566.92,25511.4
PM-110697,2025-01-27,South West,Home Care,Sparkle Dish Wash,45,1514.08,68133.6
PM-125232,2025-01-27,North Central,Grains & Cereals,Pride Semo,9,7410.81,66697.29
PM-113874,2025-01-27,South West,Beverages,Peak-Level Milk,32,10084.69,322710.08
PM-103786,2025-01-27,South West,Personal Care,Shea Glow Soap,21,3111.11,65333.31
PM-127514,2025-01-27,South South,Beverages,Peak-Level Milk,26,9036.75,234955.5
PM-124190,2025-01-27,South West,Snacks,Crunchy Plantain Chips,27,604.13,16311.51
PM-114723,2025-01-27,South South,Grains & Cereals,Easy-Cook Beans,17,3316.5,56380.5
PM-103803,2025-01-27,North West,Home Care,Bright-White Detergent,40,7753.69,310147.6
PM-107333,2025-01-27,South South,Personal Care,Olu Herb Shampoo,33,2434.32,80332.56
PM-101151,2025-01-27,South South,Grains & Cereals,Pride Semo,18,7318.27,131728.86
PM-103820,2025-01-27,South West,Personal Care,FreshMint Paste,47,7097.69,333591.43
PM-114336,2025-01-27,South East,Beverages,Naija Cocoa Mix,10,14065.98,140659.8
PM-129430,2025-01-28,South East,Grains & Cereals,Golden Harvest Rice,8,6288.79,50310.32
PM-102115,2025-01-28,South West,Beverages,Peak-Level Milk,28,5066.24,141854.72
PM-123126,2025-01-28,North Central,Home Care,Sparkle Dish Wash,12,6228.05,74736.6
PM-129825,2025-01-28,South East,Snacks,Kuli-Kuli Bites,10,953.92,9539.2
PM-121703,2025-01-28,South West,Grains & Cereals,Pride Semo,10,3833.03,38330.3
PM-114792,2025-01-28,North Central,Grains & Cereals,Golden Harvest Rice,35,6221.94,217767.9
PM-117905,2025-01-28,South East,Snacks,Kuli-Kuli Bites,17,1108.57,18845.69
PM-121533,2025-01-28,South West,Snacks,Crunchy Plantain Chips,27,1701.09,45929.43
PM-100305,2025-01-28,North Central,Snacks,Kuli-Kuli Bites,39,795.92,31040.88
PM-113723,2025-01-28,South South,Grains & Cereals,Easy-Cook Beans,25,3087.85,77196.25
PM-116419,2025-01-28,South West,Home Care,Bright-White Detergent,42,6825.79,286683.18
PM-113293,2025-01-28,North East,Beverages,Peak-Level Milk,10,7234.82,72348.2
PM-129097,2025-01-28,South East,Grains & Cereals,Golden Harvest Rice,27,4715.68,127323.36
PM-108096,2025-01-28,South West,Personal Care,Shea Glow Soap,29,6454.61,187183.69
PM-104613,2025-01-28,South West,Snacks,Kuli-Kuli Bites,5,1586.92,7934.6
PM-112124,2025-01-28,South East,Personal Care,Olu Herb Shampoo,6,6477.72,38866.32
PM-109328,2025-01-28,South East,Beverages,Peak-Level Milk,3,8389.59,25168.77
PM-101040,2025-01-28,South South,Snacks,Kuli-Kuli Bites,35,731.35,25597.25
PM-100674,2025-01-28,North Central,Personal Care,Olu Herb Shampoo,20,5377.87,107557.4
PM-101246,2025-01-28,South South,Home Care,Sparkle Dish Wash,7,5032.09,35224.63
PM-118166,2025-01-28,South West,Personal Care,Shea Glow Soap,46,3071.83,141304.18
PM-118473,2025-01-28,South West,Personal Care,Olu Herb Shampoo,49,4898.76,240039.24
PM-100790,2025-01-28,North Central,Snacks,Chin-Chin Delight,11,621.62,6837.82
PM-103491,2025-01-28,North West,Personal Care,Olu Herb Shampoo,23,2726.26,62703.98
PM-112127,2025-01-28,South East,Personal Care,FreshMint Paste,28,1658.34,46433.52
PM-107001,2025-01-28,South East,Personal Care,FreshMint Paste,32,5587.8,178809.6
PM-106076,2025-01-29,South West,Beverages,Zobo Max 50cl,33,4594.49,151618.17
PM-113529,2025-01-29,North East,Home Care,Germ-Kill Liquid,31,5749.06,178220.86
PM-121347,2025-01-29,South East,Grains & Cereals,Easy-Cook Beans,14,6014.09,84197.26
PM-113262,2025-01-29,North Central,Grains & Cereals,Pride Semo,19,3342.32,63504.08
PM-116838,2025-01-29,North Central,Snacks,Kuli-Kuli Bites,46,1144.16,52631.36
PM-115865,2025-01-29,South West,Home Care,Bright-White Detergent,8,9242.54,73940.32
PM-126828,2025-01-29,South East,Grains & Cereals,Easy-Cook Beans,38,5403.68,205339.84
PM-117276,2025-01-29,North Central,Snacks,Chin-Chin Delight,24,327.4,7857.6
PM-128588,2025-01-29,North Central,Snacks,Crunchy Plantain Chips,30,1806.76,54202.8
PM-120445,2025-01-29,North East,Snacks,Crunchy Plantain Chips,9,1933.92,17405.28
PM-124430,2025-01-29,North West,Home Care,Bright-White Detergent,46,5944.82,273461.72
