,Transaction_ID,Date,Region,Category,Product,Units_Sold,Unit_Price_NGN,Sales_NGN,Month_Name,Year
12751,PM-116246,2024-06-08,South East,Beverages,Peak-Level Milk,33,2147.06,70852.98,June,2024
12752,PM-111983,2024-06-08,North Central,Home Care,Bright-White Detergent,41,5614.43,230191.63,June,2024
12753,PM-128858,2024-06-08,North Central,Personal Care,Olu Herb Shampoo,9,5201.43,46812.87,June,2024
12754,PM-105341,2024-06-08,North Central,Beverages,Naija Cocoa Mix,2,8439.86,16879.72,June,2024
12755,PM-104271,2024-06-08,North Central,Snacks,Crunchy Plantain Chips,16,284.97,4559.52,June,2024
12756,PM-120103,2024-06-09,South South,Beverages,Peak-Level Milk,23,12408.6,285397.8,June,2024
12757,PM-118703,2024-06-09,North West,Snacks,Crunchy Plantain Chips,43,729.25,31357.75,June,2024
12758,PM-120288,2024-06-09,North West,Grains & Cereals,Pride Semo,7,10504.66,73532.62,June,2024
12759,PM-110501,2024-06-09,North West,Beverages,Naija Cocoa Mix,26,7468.37,194177.62,June,2024
12760,PM-115470,2024-06-09,North Central,Personal Care,Shea Glow Soap,17,4025.97,68441.49,June,2024
12761,PM-101096,2024-06-09,North Central,Grains & Cereals,Golden Harvest Rice,33,2748.27,90692.91,June,2024
12762,PM-123584,2024-06-09,North Central,Beverages,Peak-Level Milk,4,14070.19,56280.76,June,2024
12763,PM-114837,2024-06-09,North Central,Personal Care,Olu Herb Shampoo,39,5845.17,227961.63,June,2024
12764,PM-102288,2024-06-09,South West,Snacks,Kuli-Kuli Bites,41,1991.23,81640.43,June,2024
12765,PM-112265,2024-06-09,South South,Beverages,Zobo Max 50cl,6,14612.23,87673.38,June,2024
12766,PM-128477,2024-06-09,South East,Personal Care,Olu Herb Shampoo,39,2505.13,97700.07,June,2024
12767,PM-122552,2024-06-09,North West,Beverages,Naija Cocoa Mix,31,8920.81,276545.11,June,2024
12768,PM-114896,2024-06-09,South East,Home Care,Germ-Kill Liquid,10,1588.75,15887.5,June,2024
12769,PM-101617,2024-06-09,North West,Home Care,Germ-Kill Liquid,39,4540.86,177093.54,June,2024
12770,PM-104526,2024-06-09,South West,Beverages,Zobo Max 50cl,18,10804.49,194480.82,June,2024
12771,PM-127553,2024-06-09,North Central,Snacks,Kuli-Kuli Bites,16,383.43,6134.88,June,2024
12772,PM-124449,2024-06-09,South East,Grains & Cereals,Golden Harvest Rice,20,10413.18,208263.6,June,2024
12773,PM-100745,2024-06-09,South West,Home Care,Germ-Kill Liquid,40,4004.14,160165.6,June,2024
12774,PM-100739,2024-06-09,South South,Beverages,Zobo Max 50cl,27,1896.41,51203.07,June,2024
12775,PM-120647,2024-06-09,South East,Home Care,Sparkle Dish Wash,14,9050.74,126710.36,June,2024
12776,PM-119814,2024-06-09,North West,Home Care,Germ-Kill Liquid,26,5378.14,139831.64,June,2024
12777,PM-122972,2024-06-10,North Central,Beverages,Zobo Max 50cl,15,11339.52,170092.8,June,2024
12778,PM-113625,2024-06-10,North East,Beverages,Peak-Level Milk,25,2059.41,51485.25,June,2024
12779,PM-117275,2024-06-10,North Central,Personal Care,Shea Glow Soap,24,6142.49,147419.76,June,2024
12780,PM-109176,2024-06-10,South West,Beverages,Peak-Level Milk,18,13640.48,245528.64,June,2024
12781,PM-122834,2024-06-10,South East,Home Care,Bright-White Detergent,7,3337.58,23363.06,June,2024
12782,PM-120321,2024-06-10,South South,Snacks,Crunchy Plantain Chips,28,848.34,23753.52,June,2024
12783,PM-102681,2024-06-10,South West,Home Care,Sparkle Dish Wash,3,4825.48,14476.44,June,2024
12784,PM-104837,2024-06-10,North East,Beverages,Naija Cocoa Mix,44,11250.1,495004.4,June,2024
12785,PM-116720,2024-06-10,South West,Grains & Cereals,Easy-Cook Beans,39,11236.2,438211.8,June,2024
12786,PM-115001,2024-06-10,North Central,Home Care,Bright-White Detergent,8,4508.32,36066.56,June,2024
12787,PM-101476,2024-06-10,South West,Grains & Cereals,Pride Semo,39,2730.46,106487.94,June,2024
12788,PM-116279,2024-06-10,South West,Grains & Cereals,Golden Harvest Rice,41,6868.87,281623.67,June,2024
12789,PM-110357,2024-06-10,North East,Snacks,Chin-Chin Delight,27,420.18,11344.86,June,2024
12790,PM-114492,2024-06-10,South West,Beverages,Naija Cocoa Mix,18,9965.65,179381.7,June,2024
12791,PM-116993,2024-06-10,South East,Personal Care,Shea Glow Soap,4,6978.98,27915.92,June,2024
12792,PM-117981,2024-06-10,South West,Snacks,Crunchy Plantain Chips,1,1152.64,1152.64,June,2024
12793,PM-126098,2024-06-10,North West,Beverages,Zobo Max 50cl,20,13907.85,278157.0,June,2024
12794,PM-113046,2024-06-10,North Central,Personal Care,Shea Glow Soap,14,2843.02,39802.28,June,2024
12795,PM-129016,2024-06-10,South West,Home Care,Sparkle Dish Wash,2,4282.49,8564.98,June,2024
12796,PM-115787,2024-06-10,South West,Grains & Cereals,Easy-Cook Beans,22,6566.99,144473.78,June,2024
12797,PM-113035,2024-06-10,South East,Grains & Cereals,Easy-Cook Beans,20,4355.0,87100.0,June,2024
12798,PM-120271,2024-06-10,North West,Grains & Cereals,Easy-Cook Beans,17,6327.94,107574.98,June,2024
12799,PM-107710,2024-06-10,South West,Home Care,Sparkle Dish Wash,9,1395.14,12556.26,June,2024
12800,PM-113586,2024-06-11,North Central,Snacks,Kuli-Kuli Bites,28,1142.22,31982.16,June,2024
12801,PM-125083,2024-06-11,North West,Grains & Cereals,Golden Harvest Rice,18,7915.68,142482.24,June,2024
12802,PM-126480,2024-06-11,South East,Grains & Cereals,Golden Harvest Rice,34,2324.6,79036.4,June,2024
12803,PM-105047,2024-06-11,South South,Grains & Cereals,Easy-Cook Beans,1,2642.19,2642.19,June,2024
12804,PM-105303,2024-06-11,North Central,Home Care,Germ-Kill Liquid,18,3717.19,66909.42,June,2024
12805,PM-126794,2024-06-11,North Central,Personal Care,FreshMint Paste,7,6580.48,46063.36,June,2024
12806,PM-114957,2024-06-11,North East,Home Care,Bright-White Detergent,14,3505.06,49070.84,June,2024
12807,PM-127018,2024-06-11,South West,Personal Care,Olu Herb Shampoo,39,3339.13,130226.07,June,2024
12808,PM-123527,2024-06-11,South South,Snacks,Crunchy Plantain Chips,8,1052.32,8418.56,June,2024
12809,PM-107575,2024-06-11,South South,Personal Care,Olu Herb Shampoo,39,931.22,36317.58,June,2024
12810,PM-118820,2024-06-11,North Central,Beverages,Naija Cocoa Mix,14,14046.89,196656.46,June,2024
12811,PM-109538,2024-06-11,South East,Home Care,Germ-Kill Liquid,25,2905.61,72640.25,June,2024
12812,PM-124552,2024-06-11,South West,Personal Care,FreshMint Paste,9,1883.29,16949.61,June,2024
12813,PM-123556,2024-06-11,North West,Home Care,Bright-White Detergent,28,2548.02,71344.56,June,2024
12814,PM-113372,2024-06-11,North Central,Home Care,Bright-White Detergent,31,4517.63,140046.53,June,2024
12815,PM-123974,2024-06-11,South South,Snacks,Kuli-Kuli Bites,14,2056.88,28796.32,June,2024
12816,PM-123053,2024-06-11,South West,Personal Care,Olu Herb Shampoo,30,7629.63,228888.9,June,2024
12817,PM-111745,2024-06-11,North Central,Grains & Cereals,Pride Semo,3,11521.71,34565.13,June,2024
12818,PM-106941,2024-06-11,South West,Snacks,Crunchy Plantain Chips,22,1035.06,22771.32,June,2024
12819,PM-106220,2024-06-11,South East,Home Care,Germ-Kill Liquid,18,1608.13,28946.34,June,2024
12820,PM-103937,2024-06-11,North West,Snacks,Kuli-Kuli Bites,9,1302.24,11720.16,June,2024
12821,PM-120883,2024-06-11,South West,Snacks,Kuli-Kuli Bites,42,1583.88,66522.96,June,2024
12822,PM-116091,2024-06-11,South East,Personal Care,Olu Herb Shampoo,18,1127.47,20294.46,June,2024
12823,PM-107154,2024-06-11,South West,Beverages,Zobo Max 50cl,8,4058.23,32465.84,June,2024
12824,PM-104910,2024-06-11,South West,Grains & Cereals,Easy-Cook Beans,44,8868.23,390202.12,June,2024
12825,PM-122248,2024-06-11,North Central,Beverages,Peak-Level Milk,20,11492.25,229845.0,June,2024
12826,PM-113210,2024-06-11,South South,Personal Care,Olu Herb Shampoo,9,845.71,7611.39,June,2024
12827,PM-112780,2024-06-11,South West,Grains & Cereals,Easy-Cook Beans,27,5800.4,156610.8,June,2024
12828,PM-108877,2024-06-11,South South,Snacks,Kuli-Kuli Bites,33,1815.94,59926.02,June,2024
12829,PM-108891,2024-06-11,South East,Snacks,Crunchy Plantain Chips,49,400.79,19638.71,June,2024
12830,PM-120340,2024-06-11,North Central,Snacks,Chin-Chin Delight,29,1630.12,47273.48,June,2024
12831,PM-113720,2024-06-11,North Central,Personal Care,Shea Glow Soap,38,1118.0,42484.0,June,2024
12832,PM-129102,2024-06-11,South East,Beverages,Zobo Max 50cl,24,2514.64,60351.36,June,2024
12833,PM-127131,2024-06-11,South South,Personal Care,Shea Glow Soap,41,7873.39,322808.99,June,2024
12834,PM-109583,2024-06-11,South West,Snacks,Kuli-Kuli Bites,27,2366.95,63907.65,June,2024
12835,PM-117965,2024-06-11,South West,Personal Care,FreshMint Paste,20,1932.89,38657.8,June,2024
12836,PM-129706,2024-06-11,South West,Home Care,Sparkle Dish Wash,38,8479.02,322202.76,June,2024
12837,PM-105231,2024-06-11,North Central,Home Care,Sparkle Dish Wash,6,7372.21,44233.26,June,2024
12838,PM-109182,2024-06-12,South West,Home Care,Sparkle Dish Wash,24,2320.13,55683.12,June,2024
12839,PM-108919,2024-06-12,North Central,Grains & Cereals,Pride Semo,31,6348.44,196801.64,June,2024
12840,PM-127401,2024-06-12,South West,Grains & Cereals,Pride Semo,26,5020.91,130543.66,June,2024
12841,PM-117191,2024-06-12,South East,Personal Care,Olu Herb Shampoo,9,6648.7,59838.3,June,2024
12842,PM-104495,2024-06-12,North West,Snacks,Crunchy Plantain Chips,20,2155.27,43105.4,June,2024
12843,PM-125465,2024-06-12,North Central,Grains & Cereals,Golden Harvest Rice,49,10069.62,493411.38,June,2024
12844,PM-118541,2024-06-12,South South,Beverages,Zobo Max 50cl,20,1819.35,36387.0,June,2024
12845,PM-111035,2024-06-12,South West,Home Care,Sparkle Dish Wash,44,4419.37,194452.28,June,2024
12846,PM-125781,2024-06-12,South West,Grains & Cereals,Pride Semo,48,5513.65,264655.2,June,2024
12847,PM-126151,2024-06-12,South West,Snacks,Crunchy Plantain Chips,31,200.59,6218.29,June,2024
12848,PM-124695,2024-06-12,South South,Personal Care,FreshMint Paste,12,4360.5,52326.0,June,2024
12849,PM-119781,2024-06-12,North Central,Home Care,Bright-White Detergent,49,8773.65,429908.85,June,2024
12850,PM-102427,2024-06-12,North Central,Home Care,Bright-White Detergent,48,7002.43,336116.64,June,2024
12851,PM-106340,2024-06-12,South West,Home Care,Germ-Kill Liquid,23,6478.52,149005.96,June,2024
12852,PM-109845,2024-06-12,North Central,Grains & Cereals,Pride Semo,12,8901.25,106815.0,June,2024
12853,PM-123171,2024-06-12,North Central,Home Care,Germ-Kill Liquid,3,7152.09,21456.27,June,2024
12854,PM-121765,2024-06-12,South East,Home Care,Bright-White Detergent,38,3300.85,125432.3,June,2024
12855,PM-115083,2024-06-12,South West,Home Care,Sparkle Dish Wash,24,8853.31,212479.44,June,2024
12856,PM-109678,2024-06-12,South South,Beverages,Naija Cocoa Mix,41,3904.51,160084.91,June,2024
12857,PM-116745,2024-06-12,South West,Beverages,Naija Cocoa Mix,22,12115.33,266537.26,June,2024
12858,PM-105895,2024-06-12,North East,Beverages,Zobo Max 50cl,47,12431.94,584301.18,June,2024
12859,PM-123347,2024-06-12,South West,Personal Care,FreshMint Paste,8,3075.31,24602.48,June,2024
12860,PM-109551,2024-06-12,South West,Grains & Cereals,Pride Semo,8,4348.46,34787.68,June,2024
12861,PM-119421,2024-06-12,North Central,Grains & Cereals,Golden Harvest Rice,35,7054.51,246907.85,June,2024
12862,PM-122051,2024-06-12,South West,Grains & Cereals,Pride Semo,6,8694.95,52169.7,June,2024
12863,PM-121979,2024-06-12,South South,Grains & Cereals,Easy-Cook Beans,7,3930.7,27514.9,June,2024
12864,PM-103840,2024-06-12,North West,Snacks,Chin-Chin Delight,38,575.02,21850.76,June,2024
12865,PM-114270,2024-06-13,South East,Grains & Cereals,Golden Harvest Rice,3,10289.45,30868.35,June,2024
12866,PM-120339,2024-06-13,North Central,Personal Care,Shea Glow Soap,5,2263.65,11318.25,June,2024
12867,PM-119474,2024-06-13,North East,Personal Care,Olu Herb Shampoo,47,6492.42,305143.74,June,2024
12868,PM-118074,2024-06-13,North Central,Snacks,Crunchy Plantain Chips,10,2039.04,20390.4,June,2024
12869,PM-121858,2024-06-13,South East,Snacks,Crunchy Plantain Chips,21,869.65,18262.65,June,2024
12870,PM-113971,2024-06-13,North Central,Beverages,Zobo Max 50cl,8,5301.76,42414.08,June,2024
12871,PM-109244,2024-06-13,South South,Grains & Cereals,Golden Harvest Rice,2,7457.94,14915.88,June,2024
12872,PM-109945,2024-06-13,South South,Personal Care,FreshMint Paste,23,2836.6,65241.8,June,2024
12873,PM-117567,2024-06-13,South West,Personal Care,Shea Glow Soap,41,6886.93,282364.13,June,2024
12874,PM-104443,2024-06-13,South South,Personal Care,Shea Glow Soap,48,3886.05,186530.4,June,2024
12875,PM-105539,2024-06-13,South West,Snacks,Kuli-Kuli Bites,20,1491.94,29838.8,June,2024
12876,PM-106004,2024-06-13,South West,Home Care,Germ-Kill Liquid,25,5151.87,128796.75,June,2024
12877,PM-122936,2024-06-13,North Central,Beverages,Naija Cocoa Mix,10,5832.34,58323.4,June,2024
12878,PM-127625,2024-06-13,South East,Grains & Cereals,Easy-Cook Beans,13,9923.45,129004.85,June,2024
12879,PM-112921,2024-06-13,South East,Snacks,Kuli-Kuli Bites,28,1247.83,34939.24,June,2024
12880,PM-122957,2024-06-13,North West,Grains & Cereals,Pride Semo,38,7557.65,287190.7,June,2024
12881,PM-104201,2024-06-13,South South,Snacks,Kuli-Kuli Bites,34,317.96,10810.64,June,2024
12882,PM-107738,2024-06-13,North East,Personal Care,FreshMint Paste,45,3094.16,139237.2,June,2024
12883,PM-126662,2024-06-13,South East,Personal Care,FreshMint Paste,29,5044.82,146299.78,June,2024
12884,PM-101608,2024-06-13,South South,Grains & Cereals,Pride Semo,19,11985.42,227722.98,June,2024
12885,PM-109910,2024-06-13,North East,Beverages,Zobo Max 50cl,12,6231.06,74772.72,June,2024
12886,PM-106364,2024-06-13,North Central,Personal Care,Shea Glow Soap,45,7699.42,346473.9,June,2024
12887,PM-126733,2024-06-13,South South,Beverages,Peak-Level Milk,40,6401.5,256060.0,June,2024
12888,PM-111672,2024-06-13,South South,Beverages,Zobo Max 50cl,41,14066.39,576721.99,June,2024
12889,PM-123356,2024-06-13,South East,Home Care,Bright-White Detergent,34,6079.84,206714.56,June,2024
12890,PM-123149,2024-06-13,South West,Home Care,Bright-White Detergent,37,2478.19,91693.03,June,2024
12891,PM-123303,2024-06-13,North Central,Snacks,Crunchy Plantain Chips,49,784.24,38427.76,June,2024
12892,PM-118739,2024-06-13,South West,Home Care,Germ-Kill Liquid,46,3953.71,181870.66,June,2024
12893,PM-111808,2024-06-14,North Central,Beverages,Naija Cocoa Mix,33,9919.45,327341.85,June,2024
12894,PM-110698,2024-06-14,South West,Snacks,Crunchy Plantain Chips,33,2262.76,74671.08,June,2024
12895,PM-116799,2024-06-14,South South,Home Care,Germ-Kill Liquid,1,5765.36,5765.36,June,2024
12896,PM-109383,2024-06-14,South West,Home Care,Sparkle Dish Wash,10,8696.62,86966.2,June,2024
12897,PM-105790,2024-06-14,South West,Grains & Cereals,Easy-Cook Beans,31,6872.24,213039.44,June,2024
12898,PM-125552,2024-06-14,North West,Snacks,Kuli-Kuli Bites,8,2029.66,16237.28,June,2024
12899,PM-113059,2024-06-14,South South,Grains & Cereals,Pride Semo,32,8303.3,265705.6,June,2024
12900,PM-112370,2024-06-14,South East,Beverages,Naija Cocoa Mix,25,8001.32,200033.0,June,2024
12901,PM-128997,2024-06-14,South East,Personal Care,FreshMint Paste,41,7037.46,288535.86,June,2024
12902,PM-101845,2024-06-14,North Central,Personal Care,FreshMint Paste,22,4806.99,105753.78,June,2024
12903,PM-121199,2024-06-14,South West,Home Care,Germ-Kill Liquid,49,9309.89,456184.61,June,2024
12904,PM-118406,2024-06-14,South West,Personal Care,FreshMint Paste,12,3820.68,45848.16,June,2024
12905,PM-110480,2024-06-14,South West,Personal Care,Olu Herb Shampoo,46,1441.8,66322.8,June,2024
12906,PM-108113,2024-06-14,South West,Snacks,Kuli-Kuli Bites,9,1303.19,11728.71,June,2024
12907,PM-111308,2024-06-14,North Central,Personal Care,Shea Glow Soap,11,5030.79,55338.69,June,2024
12908,PM-125798,2024-06-14,South South,Personal Care,Olu Herb Shampoo,22,1064.36,23415.92,June,2024
12909,PM-104791,2024-06-14,South West,Home Care,Germ-Kill Liquid,32,7331.65,234612.8,June,2024
12910,PM-128684,2024-06-14,North West,Grains & Cereals,Easy-Cook Beans,5,4764.48,23822.4,June,2024
12911,PM-120739,2024-06-14,North Central,Personal Care,Shea Glow Soap,39,2984.44,116393.16,June,2024
12912,PM-112693,2024-06-14,North West,Snacks,Kuli-Kuli Bites,20,831.15,16623.0,June,2024
12913,PM-112834,2024-06-14,South West,Grains & Cereals,Easy-Cook Beans,23,11598.31,266761.13,June,2024
12914,PM-125935,2024-06-14,South West,Grains & Cereals,Easy-Cook Beans,48,5136.73,246563.04,June,2024
12915,PM-123635,2024-06-14,South West,Snacks,Chin-Chin Delight,5,1924.09,9620.45,June,2024
12916,PM-117099,2024-06-14,North West,Grains & Cereals,Easy-Cook Beans,24,4247.26,101934.24,June,2024
12917,PM-115945,2024-06-14,South South,Personal Care,FreshMint Paste,13,2571.24,33426.12,June,2024
12918,PM-115948,2024-06-14,South West,Home Care,Germ-Kill Liquid,47,4315.72,202838.84,June,2024
12919,PM-118530,2024-06-14,South West,Grains & Cereals,Pride Semo,48,2365.28,113533.44,June,2024
12920,PM-124849,2024-06-14,South West,Grains & Cereals,Golden Harvest Rice,48,7723.58,370731.84,June,2024
12921,PM-126537,2024-06-14,South West,Snacks,Crunchy Plantain Chips,17,724.68,12319.56,June,2024
12922,PM-126925,2024-06-14,South West,Personal Care,Shea Glow Soap,8,2644.15,21153.2,June,2024
12923,PM-115959,2024-06-14,South West,Beverages,Zobo Max 50cl,48,2508.11,120389.28,June,2024
12924,PM-121008,2024-06-14,South East,Snacks,Kuli-Kuli Bites,30,1632.94,48988.2,June,2024
12925,PM-119480,2024-06-15,South West,Grains & Cereals,Easy-Cook Beans,4,11687.39,46749.56,June,2024
12926,PM-100818,2024-06-15,North Central,Grains & Cereals,Easy-Cook Beans,28,8547.17,239320.76,June,2024
12927,PM-106506,2024-06-15,North West,Snacks,Crunchy Plantain Chips,28,1844.66,51650.48,June,2024
12928,PM-105596,2024-06-15,North Central,Snacks,Kuli-Kuli Bites,49,1415.39,69354.11,June,2024
12929,PM-122816,2024-06-15,South West,Snacks,Kuli-Kuli Bites,43,734.32,31575.76,June,2024
12930,PM-127330,2024-06-15,South West,Beverages,Naija Cocoa Mix,49,7924.68,388309.32,June,2024
12931,PM-122269,2024-06-15,South West,Personal Care,Olu Herb Shampoo,38,2425.56,92171.28,June,2024
12932,PM-122992,2024-06-15,South South,Personal Care,Olu Herb Shampoo,14,2074.62,29044.68,June,2024
12933,PM-128230,2024-06-15,North Central,Snacks,Crunchy Plantain Chips,31,693.45,21496.95,June,2024
12934,PM-125234,2024-06-15,South South,Snacks,Kuli-Kuli Bites,41,2004.57,82187.37,June,2024
12935,PM-112763,2024-06-15,North Central,Personal Care,Shea Glow Soap,6,2309.1,13854.6,June,2024
12936,PM-118543,2024-06-15,South West,Home Care,Sparkle Dish Wash,20,9208.49,184169.8,June,2024
12937,PM-101593,2024-06-15,South West,Personal Care,Shea Glow Soap,10,7609.25,76092.5,June,2024
12938,PM-104090,2024-06-15,South West,Personal Care,Olu Herb Shampoo,4,6047.48,24189.92,June,2024
12939,PM-102453,2024-06-15,South South,Home Care,Bright-White Detergent,37,5736.37,212245.69,June,2024
12940,PM-123701,2024-06-15,South West,Snacks,Kuli-Kuli Bites,6,293.12,1758.72,June,2024
12941,PM-110628,2024-06-15,South West,Beverages,Naija Cocoa Mix,15,11645.04,174675.6,June,2024
12942,PM-121716,2024-06-15,South East,Beverages,Zobo Max 50cl,4,14144.64,56578.56,June,2024
12943,PM-126758,2024-06-15,North Central,Home Care,Sparkle Dish Wash,16,4168.18,66690.88,June,2024
12944,PM-103889,2024-06-15,South West,Snacks,Crunchy Plantain Chips,4,2009.98,8039.92,June,2024
12945,PM-127365,2024-06-16,South West,Beverages,Naija Cocoa Mix,43,8595.97,369626.71,June,2024
12946,PM-124898,2024-06-16,South East,Snacks,Crunchy Plantain Chips,7,2118.35,14828.45,June,2024
12947,PM-121936,2024-06-16,North Central,Personal Care,FreshMint Paste,10,5250.12,52501.2,June,2024
12948,PM-123555,2024-06-16,North East,Personal Care,Shea Glow Soap,46,1219.3,56087.8,June,2024
12949,PM-122100,2024-06-16,North Central,Snacks,Crunchy Plantain Chips,11,1752.29,19275.19,June,2024
12950,PM-125322,2024-06-16,North Central,Beverages,Naija Cocoa Mix,26,8159.32,212142.32,June,2024
12951,PM-106647,2024-06-16,South West,Grains & Cereals,Pride Semo,10,2162.67,21626.7,June,2024
12952,PM-125047,2024-06-16,North Central,Grains & Cereals,Golden Harvest Rice,42,9967.72,418644.24,June,2024
12953,PM-105267,2024-06-16,South West,Snacks,Kuli-Kuli Bites,42,2016.12,84677.04,June,2024
12954,PM-115273,2024-06-16,South West,Personal Care,FreshMint Paste,32,1878.91,60125.12,June,2024
12955,PM-102595,2024-06-16,South West,Grains & Cereals,Easy-Cook Beans,25,8114.41,202860.25,June,2024
12956,PM-115697,2024-06-16,South West,Personal Care,Shea Glow Soap,43,7095.01,305085.43,June,2024
12957,PM-103099,2024-06-16,South West,Personal Care,Olu Herb Shampoo,17,3121.67,53068.39,June,2024
12958,PM-109502,2024-06-16,North Central,Snacks,Crunchy Plantain Chips,46,2088.83,96086.18,June,2024
12959,PM-121490,2024-06-16,South East,Snacks,Chin-Chin Delight,34,1472.42,50062.28,June,2024
12960,PM-110828,2024-06-16,South East,Home Care,Bright-White Detergent,9,4932.74,44394.66,June,2024
12961,PM-108765,2024-06-16,South West,Beverages,Naija Cocoa Mix,21,14399.09,302380.89,June,2024
12962,PM-124193,2024-06-16,South West,Home Care,Bright-White Detergent,22,8810.76,193836.72,June,2024
12963,PM-113853,2024-06-16,South South,Home Care,Germ-Kill Liquid,35,2593.79,90782.65,June,2024
12964,PM-128189,2024-06-16,South South,Personal Care,Shea Glow Soap,22,3364.27,74013.94,June,2024
12965,PM-109212,2024-06-16,North Central,Personal Care,FreshMint Paste,35,6411.78,224412.3,June,2024
12966,PM-113788,2024-06-16,South South,Personal Care,FreshMint Paste,4,1671.07,6684.28,June,2024
12967,PM-102688,2024-06-16,North West,Grains & Cereals,Easy-Cook Beans,4,6434.54,25738.16,June,2024
12968,PM-110093,2024-06-16,South East,Home Care,Bright-White Detergent,4,7155.72,28622.88,June,2024
12969,PM-108578,2024-06-16,North Central,Grains & Cereals,Golden Harvest Rice,34,8163.9,277572.6,June,2024
12970,PM-126806,2024-06-16,South East,Grains & Cereals,Easy-Cook Beans,9,10810.98,97298.82,June,2024
12971,PM-103873,2024-06-17,North Central,Grains & Cereals,Easy-Cook Beans,27,6963.39,188011.53,June,2024
12972,PM-112933,2024-06-17,North Central,Personal Care,FreshMint Paste,26,4380.87,113902.62,June,2024
12973,PM-127896,2024-06-17,South West,Home Care,Germ-Kill Liquid,36,8900.02,320400.72,June,2024
12974,PM-126387,2024-06-17,South East,Home Care,Bright-White Detergent,49,5871.47,287702.03,June,2024
12975,PM-123863,2024-06-17,South South,Snacks,Crunchy Plantain Chips,30,2340.07,70202.1,June,2024
12976,PM-104732,2024-06-17,North Central,Home Care,Sparkle Dish Wash,1,6105.01,6105.01,June,2024
12977,PM-102211,2024-06-17,South East,Snacks,Crunchy Plantain Chips,30,558.27,16748.1,June,2024
12978,PM-125950,2024-06-17,North West,Personal Care,FreshMint Paste,43,993.83,42734.69,June,2024
12979,PM-114708,2024-06-17,North West,Snacks,Crunchy Plantain Chips,23,1349.37,31035.51,June,2024
12980,PM-106949,2024-06-17,South East,Personal Care,Shea Glow Soap,35,3681.41,128849.35,June,2024
12981,PM-106472,2024-06-17,South West,Snacks,Kuli-Kuli Bites,42,2466.31,103585.02,June,2024
12982,PM-126289,2024-06-17,South South,Home Care,Sparkle Dish Wash,24,1384.23,33221.52,June,2024
12983,PM-114379,2024-06-17,South West,Grains & Cereals,Easy-Cook Beans,17,11431.51,194335.67,June,2024
12984,PM-123235,2024-06-17,South East,Home Care,Germ-Kill Liquid,18,9165.6,164980.8,June,2024
12985,PM-111733,2024-06-17,North Central,Personal Care,FreshMint Paste,45,2858.47,128631.15,June,2024
12986,PM-119867,2024-06-17,South West,Beverages,Naija Cocoa Mix,1,10568.58,10568.58,June,2024
12987,PM-100708,2024-06-17,North Central,Home Care,Bright-White Detergent,36,4524.19,162870.84,June,2024
12988,PM-103982,2024-06-17,North Central,Home Care,Germ-Kill Liquid,35,2263.73,79230.55,June,2024
12989,PM-115556,2024-06-17,South South,Beverages,Peak-Level Milk,42,8454.77,355100.34,June,2024
12990,PM-113958,2024-06-17,North Central,Beverages,Peak-Level Milk,36,1515.49,54557.64,June,2024
12991,PM-117517,2024-06-17,North Central,Personal Care,FreshMint Paste,47,7962.6,374242.2,June,2024
12992,PM-129299,2024-06-17,South West,Home Care,Bright-White Detergent,43,3710.66,159558.38,June,2024
12993,PM-124735,2024-06-17,South East,Beverages,Naija Cocoa Mix,45,3551.71,159826.95,June,2024
12994,PM-105892,2024-06-18,North West,Personal Care,FreshMint Paste,3,2313.87,6941.61,June,2024
12995,PM-120573,2024-06-18,South West,Personal Care,Olu Herb Shampoo,42,865.27,36341.34,June,2024
12996,PM-119156,2024-06-18,South West,Beverages,Zobo Max 50cl,28,7848.1,219746.8,June,2024
12997,PM-120389,2024-06-18,South West,Personal Care,FreshMint Paste,18,3262.77,58729.86,June,2024
12998,PM-112882,2024-06-18,North Central,Beverages,Peak-Level Milk,24,10626.73,255041.52,June,2024
12999,PM-118751,2024-06-18,North Central,Beverages,Peak-Level Milk,3,12084.2,36252.6,June,2024
13000,PM-105642,2024-06-18,North Central,Home Care,Sparkle Dish Wash,8,1782.04,14256.32,June,2024
13001,PM-116150,2024-06-18,South West,Grains & Cereals,Pride Semo,30,5570.78,167123.4,June,2024
13002,PM-111955,2024-06-18,South West,Grains & Cereals,Golden Harvest Rice,28,7396.52,207102.56,June,2024
13003,PM-122344,2024-06-18,North Central,Personal Care,FreshMint Paste,44,3134.95,137937.8,June,2024
13004,PM-121708,2024-06-18,South West,Personal Care,Olu Herb Shampoo,11,6928.86,76217.46,June,2024
13005,PM-122322,2024-06-18,South West,Beverages,Zobo Max 50cl,8,12274.52,98196.16,June,2024
13006,PM-125206,2024-06-18,South South,Beverages,Zobo Max 50cl,8,6785.34,54282.72,June,2024
13007,PM-118824,2024-06-18,North West,Grains & Cereals,Pride Semo,14,4461.02,62454.28,June,2024
13008,PM-105673,2024-06-18,North Central,Home Care,Germ-Kill Liquid,3,8032.22,24096.66,June,2024
13009,PM-126902,2024-06-18,South South,Snacks,Kuli-Kuli Bites,27,1859.09,50195.43,June,2024
13010,PM-117443,2024-06-18,South East,Snacks,Crunchy Plantain Chips,40,803.53,32141.2,June,2024
13011,PM-123735,2024-06-18,North Central,Beverages,Peak-Level Milk,7,10947.52,76632.64,June,2024
13012,PM-101372,2024-06-18,South West,Snacks,Chin-Chin Delight,10,378.13,3781.3,June,2024
